tableName,name,type,len,defaultValue,notNull,primaryKey,comment,tableComment
OUTGIVINGLOG,projectId,String,100,,false,false,项目id,
OUTGIVINGLOG,workspaceId,String,50,,false,false,所属工作空间,
OUTGIVINGLOG,createTimeMillis,Long,,,false,false,数据创建时间,
OUTGIVINGLOG,modifyTimeMillis,Long,,,false,false,数据修改时间,
OUTGIVINGLOG,modifyUser,String,50,,false,false,操作人,
SCRIPT_EXECUTE_LOG,id,String,50,,true,true,id,节点脚本模版执行记录
SCRIPT_EXECUTE_LOG,createTimeMillis,Long,,,false,false,数据创建时间,
SCRIPT_EXECUTE_LOG,modifyTimeMillis,Long,,,false,false,数据修改时间,
SCRIPT_EXECUTE_LOG,modifyUser,String,50,,false,false,修改人,
SCRIPT_EXECUTE_LOG,workspaceId,String,50,,true,false,所属工作空间,
SCRIPT_EXECUTE_LOG,nodeId,String,50,,true,false,节点ID,
SCRIPT_EXECUTE_LOG,scriptId,String,50,,true,false,脚本ID,
SCRIPT_EXECUTE_LOG,scriptName,String,100,,false,false,脚本名称,
SCRIPT_EXECUTE_LOG,triggerExecType,Integer,,0,false,false,触发类型{0，手动，1 自动触发},
MONITOR_INFO,id,String,50,,true,true,id,监控信息
MONITOR_INFO,createTimeMillis,Long,,,false,false,数据创建时间,
MONITOR_INFO,modifyTimeMillis,Long,,,false,false,数据修改时间,
MONITOR_INFO,modifyUser,String,50,,false,false,修改人,
MONITOR_INFO,workspaceId,String,50,,true,false,所属工作空间,
MONITOR_INFO,name,String,50,,true,false,名称,
MONITOR_INFO,autoRestart,TINYINT,,0,false,false,是否自动重启{1，是，0 否},
MONITOR_INFO,status,TINYINT,,0,false,false,启用状态{1，启用，0 未启用},
MONITOR_INFO,alarm,TINYINT,,0,false,false,报警状态{1，报警中，0 未报警},
MONITOR_INFO,cycle,Integer,,0,false,false,监控周期,
MONITOR_INFO,notifyUser,TEXT,,,false,false,报警联系人,
MONITOR_INFO,projects,TEXT,,,false,false,监控的项目,
MONITOR_INFO,execCron,String,100,,false,false,自动执行表达式,
MONITOR_INFO,webhook,String,255,,false,false,webhook,
DOCKER_INFO,id,String,50,,true,true,id,docker 信息
DOCKER_INFO,createTimeMillis,Long,,,false,false,数据创建时间,
DOCKER_INFO,modifyTimeMillis,Long,,,false,false,数据修改时间,
DOCKER_INFO,modifyUser,String,50,,false,false,修改人,
DOCKER_INFO,workspaceId,String,50,,true,false,所属工作空间,
DOCKER_INFO,name,String,255,,true,false,名称,
DOCKER_INFO,host,String,255,,false,false,docker host,
DOCKER_INFO,apiVersion,String,100,,false,false,接口版本,
DOCKER_INFO,tlsVerify,TINYINT,,0,false,false,tls 认证{1，启用，0 未启用},
DOCKER_INFO,status,TINYINT,,0,false,false,状态{1，启用，0 未启用},
DOCKER_INFO,failureMsg,String,255,,false,false,错误消息,
DOCKER_INFO,heartbeatTimeout,Integer,,,false,false,心跳超时时间,
DOCKER_INFO,lastHeartbeatTime,Long,,,false,false,最后心跳时间,
DOCKER_INFO,dockerVersion,TEXT,,,false,false,docker 版本信息,
DOCKER_INFO,tags,String,255,,false,false,容器标签,
DOCKER_INFO,swarmId,String,50,,false,false,集群ID,
DOCKER_INFO,swarmNodeId,String,50,,false,false,集群 节点ID,
DOCKER_INFO,registryUsername,String,255,,false,false,仓库账号,
DOCKER_INFO,registryPassword,String,255,,false,false,仓库密码,
DOCKER_INFO,registryEmail,String,255,,false,false,仓库邮箱,
DOCKER_INFO,registryUrl,String,255,,false,false,仓库地址,
USER_BIND_WORKSPACE,id,String,50,,true,true,id,用户工作空间绑定表
USER_BIND_WORKSPACE,createTimeMillis,Long,,,false,false,数据创建时间,
USER_BIND_WORKSPACE,modifyTimeMillis,Long,,,false,false,数据修改时间,
USER_BIND_WORKSPACE,userId,String,50,,true,false,用户ID,
USER_BIND_WORKSPACE,workspaceId,String,100,,true,false,工作空间ID,
WORKSPACE_ENV_VAR,id,String,50,,true,true,id,用户信息表
WORKSPACE_ENV_VAR,createTimeMillis,Long,,,false,false,数据创建时间,
WORKSPACE_ENV_VAR,modifyTimeMillis,Long,,,false,false,数据修改时间,
WORKSPACE_ENV_VAR,modifyUser,String,50,,false,false,修改人,
WORKSPACE_ENV_VAR,workspaceId,String,50,,true,false,所属工作空间,
WORKSPACE_ENV_VAR,name,String,50,,false,false,名称,
WORKSPACE_ENV_VAR,description,String,255,,false,false,参数描述,
WORKSPACE_ENV_VAR,value,TEXT,,,false,false,值,
WORKSPACE_ENV_VAR,nodeIds,TEXT,,,false,false,绑定的节点 id,
WORKSPACE_ENV_VAR,privacy,TINYINT,,0,false,false,隐私变量{1，隐私变量，0 非隐私变量（明文回显）},
NODE_INFO,id,String,50,,true,true,id,节点信息表
NODE_INFO,createTimeMillis,Long,,,false,false,数据创建时间,
NODE_INFO,modifyTimeMillis,Long,,,false,false,数据修改时间,
NODE_INFO,modifyUser,String,50,,false,false,修改人,
NODE_INFO,workspaceId,String,50,,true,false,所属工作空间,
NODE_INFO,name,String,50,,false,false,名称,
NODE_INFO,url,String,100,,true,false,节点 url IP:PORT,
NODE_INFO,loginName,String,100,,true,false,节点登录名,
NODE_INFO,loginPwd,String,100,,true,false,节点密码,
NODE_INFO,protocol,String,10,,true,false,协议 http https,
NODE_INFO,openStatus,Integer,,0,false,false,启用状态{1，启用，0 未启用)},
NODE_INFO,timeOut,Integer,,0,false,false,节点超时时间,
NODE_INFO,sshId,String,50,,false,false,关联的sshid,
NODE_INFO,unLockType,String,50,,false,false,锁定类型,
NODE_INFO,group,String,50,,false,false,分组名称,
NODE_INFO,httpProxy,String,200,,false,false,http 代理,
NODE_INFO,httpProxyType,String,20,,false,false,http 代理类型,
NODE_INFO,sortValue,Float,,,false,false,排序值,
WORKSPACE,id,String,50,,true,true,id,工作空间表
WORKSPACE,createTimeMillis,Long,,,false,false,数据创建时间,
WORKSPACE,modifyTimeMillis,Long,,,false,false,数据修改时间,
WORKSPACE,modifyUser,String,50,,false,false,修改人,
WORKSPACE,name,String,50,,false,false,名称,
WORKSPACE,description,String,255,,false,false,描述,
MONITORNOTIFYLOG,id,String,50,,true,true,记录id,监控异常日志记录
MONITORNOTIFYLOG,monitorId,String,50,,false,false,监控id,
MONITORNOTIFYLOG,nodeId,String,50,,false,false,节点ID,
MONITORNOTIFYLOG,projectId,String,30,,false,false,项目id,
MONITORNOTIFYLOG,createTime,Long,,,false,false,异常时间,
MONITORNOTIFYLOG,title,String,100,,false,false,异常描述,
MONITORNOTIFYLOG,content,TEXT,,,false,false,异常内容,
MONITORNOTIFYLOG,status,TINYINT,,,false,false,当前状态,
MONITORNOTIFYLOG,notifyStyle,TINYINT,,,false,false,通知方式,
MONITORNOTIFYLOG,notifyStatus,TINYINT,,,false,false,通知状态,
MONITORNOTIFYLOG,notifyObject,TEXT,,,false,false,通知对象,
MONITORNOTIFYLOG,notifyError,TEXT,,,false,false,通知异常内容,
MONITORNOTIFYLOG,workspaceId,String,50,,false,false,所属工作空间,
MONITORNOTIFYLOG,createTimeMillis,Long,,,false,false,数据创建时间,
MONITORNOTIFYLOG,modifyTimeMillis,Long,,,false,false,数据修改时间,
BUILD_INFO,id,String,50,,true,true,id,构建信息
BUILD_INFO,repositoryId,String,50,,true,false,仓库 id,
BUILD_INFO,createTimeMillis,Long,,,false,false,数据创建时间,
BUILD_INFO,modifyTimeMillis,Long,,,false,false,数据修改时间,
BUILD_INFO,name,String,50,,false,false,构建名称,
BUILD_INFO,buildId,Integer,,,false,false,构建 id,
BUILD_INFO,group,String,50,,false,false,分组名称,
BUILD_INFO,branchName,String,50,,false,false,分支,
BUILD_INFO,script,TEXT,,,false,false,构建命令,
BUILD_INFO,resultDirFile,String,200,,false,false,构建产物目录,
BUILD_INFO,releaseMethod,Integer,,,false,false,"发布方法{0: 不发布, 1: 节点分发, 2: 分发项目, 3: SSH}",
BUILD_INFO,modifyUser,String,50,,false,false,修改人,
BUILD_INFO,status,Integer,,,false,false,状态,
BUILD_INFO,triggerToken,String,100,,false,false,触发器token,
BUILD_INFO,extraData,TEXT,,,false,false,额外信息，JSON 字符串格式,
BUILD_INFO,releaseMethodDataId,TEXT,,,false,false,构建关联的数据ID,
BUILD_INFO,branchTagName,String,50,,false,false,标签,
BUILD_INFO,workspaceId,String,50,,false,false,所属工作空间,
BUILD_INFO,webhook,String,255,,false,false,webhook,
BUILD_INFO,autoBuildCron,String,100,,false,false,自动构建表达式,
BUILD_INFO,buildMode,Integer,,,false,false,"构建方式 {0 本地构建, 1 docker 构建}",
BUILD_INFO,repositoryLastCommitId,String,255,,false,false,"仓库代码最后一次变动信息（ID，git 为 commit hash, svn 最后的版本号）",
BUILD_INFO,sortValue,Float,,,false,false,排序值,
MONITOR_USER_OPT,id,String,50,,true,true,id,监控信息
MONITOR_USER_OPT,createTimeMillis,Long,,,false,false,数据创建时间,
MONITOR_USER_OPT,modifyTimeMillis,Long,,,false,false,数据修改时间,
MONITOR_USER_OPT,modifyUser,String,50,,false,false,修改人,
MONITOR_USER_OPT,workspaceId,String,50,,true,false,所属工作空间,
MONITOR_USER_OPT,name,String,50,,true,false,名称,
MONITOR_USER_OPT,monitorUser,TEXT,,,false,false,监控的人,
MONITOR_USER_OPT,status,TINYINT,,0,false,false,启用状态{1，启用，0 未启用},
MONITOR_USER_OPT,notifyUser,TEXT,,,false,false,报警联系人,
MONITOR_USER_OPT,monitorFeature,TEXT,,,false,false,监控的项目,
MONITOR_USER_OPT,monitorOpt,TEXT,,,false,false,监控的项目,
SYSTEM_PARAMETERS,id,String,100,,true,true,ID,系统参数表
SYSTEM_PARAMETERS,createTimeMillis,Long,,,false,false,数据创建时间,
SYSTEM_PARAMETERS,modifyTimeMillis,Long,,,false,false,数据修改时间,
SYSTEM_PARAMETERS,modifyUser,String,50,,false,false,修改人,
SYSTEM_PARAMETERS,value,TEXT,,,false,false,参数值，JSON 字符串格式,
SYSTEM_PARAMETERS,description,String,255,,false,false,参数描述,
COMMAND_EXEC_LOG,id,String,50,,true,true,id,命令执行记录
COMMAND_EXEC_LOG,createTimeMillis,Long,,,false,false,数据创建时间,
COMMAND_EXEC_LOG,modifyTimeMillis,Long,,,false,false,数据修改时间,
COMMAND_EXEC_LOG,modifyUser,String,50,,false,false,修改人,
COMMAND_EXEC_LOG,workspaceId,String,50,,true,false,所属工作空间,
COMMAND_EXEC_LOG,commandId,String,50,,true,false,命令ID,
COMMAND_EXEC_LOG,sshId,String,50,,true,false,ssh id,
COMMAND_EXEC_LOG,batchId,String,50,,true,false,批次ID,
COMMAND_EXEC_LOG,commandName,String,100,,true,false,命令名称,
COMMAND_EXEC_LOG,sshName,String,100,,true,false,ssh 名称,
COMMAND_EXEC_LOG,status,Integer,,,true,false,状态 {0，执行中，1 执行结束，2 执行错误},
COMMAND_EXEC_LOG,params,TEXT,,,false,false,命令参数,
COMMAND_EXEC_LOG,triggerExecType,Integer,,0,false,false,触发类型{0，手动，1 自动触发},
PROJECT_INFO,id,String,50,,true,true,id,项目信息表
PROJECT_INFO,createTimeMillis,Long,,,false,false,数据创建时间,
PROJECT_INFO,modifyTimeMillis,Long,,,false,false,数据修改时间,
PROJECT_INFO,modifyUser,String,50,,false,false,修改人,
PROJECT_INFO,workspaceId,String,50,,true,false,所属工作空间,
PROJECT_INFO,projectId,String,50,,true,false,项目ID,
PROJECT_INFO,nodeId,String,50,,true,false,节点ID,
PROJECT_INFO,name,String,50,,true,false,名称,
PROJECT_INFO,mainClass,String,100,,false,false,mainClas,
PROJECT_INFO,lib,String,100,,false,false,lib,
PROJECT_INFO,whitelistDirectory,String,100,,false,false,whitelistDirectory,
PROJECT_INFO,logPath,String,100,,false,false,logPath,
PROJECT_INFO,jvm,TEXT,,,false,false,jvm,
PROJECT_INFO,args,TEXT,,,false,false,args,
PROJECT_INFO,javaCopyItemList,TEXT,,,false,false,javaCopyItemList,
PROJECT_INFO,token,String,255,,false,false,token,
PROJECT_INFO,jdkId,String,50,,false,false,名称,
PROJECT_INFO,runMode,String,20,,false,false,连接方式,
PROJECT_INFO,outGivingProject,Integer,,0,false,false,分发项目{1，分发，0 独立项目},
PROJECT_INFO,javaExtDirsCp,TEXT,,,false,false,javaExtDirsCp,
PROJECT_INFO,sortValue,Float,,,false,false,排序值,
PROJECT_INFO,triggerToken,String,100,,false,false,触发器token,
DOCKER_SWARM_INFO,id,String,50,,true,true,id,docker 集群信息
DOCKER_SWARM_INFO,createTimeMillis,Long,,,false,false,数据创建时间,
DOCKER_SWARM_INFO,modifyTimeMillis,Long,,,false,false,数据修改时间,
DOCKER_SWARM_INFO,modifyUser,String,50,,false,false,修改人,
DOCKER_SWARM_INFO,workspaceId,String,50,,true,false,所属工作空间,
DOCKER_SWARM_INFO,name,String,255,,true,false,名称,
DOCKER_SWARM_INFO,dockerId,String,50,,true,false,docker Id,
DOCKER_SWARM_INFO,swarmId,String,50,,true,false,swarm Id,
DOCKER_SWARM_INFO,swarmCreatedAt,Long,,,false,false,数据创建时间,
DOCKER_SWARM_INFO,swarmUpdatedAt,Long,,,false,false,数据创建时间,
DOCKER_SWARM_INFO,tag,String,255,,false,false,容器标签,
DOCKER_SWARM_INFO,nodeAddr,String,100,,false,false,集群 节点地址,
DOCKER_SWARM_INFO,status,TINYINT,,,false,false,状态{1，启用，0 未启用},
DOCKER_SWARM_INFO,failureMsg,String,255,,false,false,错误消息,
USER_PERMISSION_GROUP,id,String,50,,true,true,id,用户权限组
USER_PERMISSION_GROUP,createTimeMillis,Long,,,false,false,数据创建时间,
USER_PERMISSION_GROUP,modifyTimeMillis,Long,,,false,false,数据修改时间,
USER_PERMISSION_GROUP,modifyUser,String,50,,false,false,修改人,
USER_PERMISSION_GROUP,name,String,250,,true,false,名称,
USER_PERMISSION_GROUP,description,String,255,,false,false,描述,
USER_PERMISSION_GROUP,prohibitExecute,TEXT,,,false,false,禁止执行的配置,
USER_PERMISSION_GROUP,allowExecute,TEXT,,,false,false,允许执行的配置,
SERVER_SCRIPT_INFO,id,String,50,,true,true,id,脚本模版
SERVER_SCRIPT_INFO,createTimeMillis,Long,,,false,false,数据创建时间,
SERVER_SCRIPT_INFO,modifyTimeMillis,Long,,,false,false,数据修改时间,
SERVER_SCRIPT_INFO,modifyUser,String,50,,false,false,修改人,
SERVER_SCRIPT_INFO,workspaceId,String,50,,true,false,所属工作空间,
SERVER_SCRIPT_INFO,name,String,50,,true,false,名称,
SERVER_SCRIPT_INFO,lastRunUser,String,50,,false,false,最后执行人,
SERVER_SCRIPT_INFO,autoExecCron,String,100,,false,false,自动执行表达式,
SERVER_SCRIPT_INFO,defArgs,String,100,,false,false,默认参数,
SERVER_SCRIPT_INFO,context,TEXT,,,false,false,内容,
SERVER_SCRIPT_INFO,description,String,255,,false,false,描述,
SERVER_SCRIPT_INFO,nodeIds,TEXT,,,false,false,绑定的节点 id,
SERVER_SCRIPT_INFO,triggerToken,String,200,,false,false,触发器token,
USER_INFO,id,String,50,,true,true,id,用户信息表
USER_INFO,createTimeMillis,Long,,,false,false,数据创建时间,
USER_INFO,modifyTimeMillis,Long,,,false,false,数据修改时间,
USER_INFO,modifyUser,String,50,,false,false,修改人,
USER_INFO,parent,String,50,,true,false,创建人,
USER_INFO,name,String,50,,false,false,昵称,
USER_INFO,systemUser,Integer,,0,false,false,是否为系统管理员 {1，是，0 否(默认)},
USER_INFO,password,String,100,,false,false,密码,
USER_INFO,salt,String,50,,false,false,盐值,
USER_INFO,pwdErrorCount,Integer,,0,false,false,密码错误次数,
USER_INFO,lastPwdErrorTime,Long,,0,false,false,最后登录失败时间,
USER_INFO,lockTime,Long,,0,false,false,锁定时长,
USER_INFO,email,String,255,,false,false,邮箱地址,
USER_INFO,dingDing,String,255,,false,false,钉钉地址,
USER_INFO,workWx,String,255,,false,false,企业微信地址,
USER_INFO,twoFactorAuthKey,String,100,,false,false,两步验证,
USER_INFO,status,TINYINT,,,false,false,状态 0 禁用  null、1 启用,
USER_INFO,permissionGroup,TEXT,,,false,false,权限组,
COMMAND_INFO,id,String,50,,true,true,id,命令行信息
COMMAND_INFO,createTimeMillis,Long,,,false,false,数据创建时间,
COMMAND_INFO,modifyTimeMillis,Long,,,false,false,数据修改时间,
COMMAND_INFO,modifyUser,String,50,,false,false,修改人,
COMMAND_INFO,workspaceId,String,50,,true,false,所属工作空间,
COMMAND_INFO,name,String,100,,false,false,命令名称,
COMMAND_INFO,desc,String,500,,false,false,命令描述,
COMMAND_INFO,command,TEXT,,,false,false,指令内容,
COMMAND_INFO,type,Integer,,0,false,false,命令类型，0-shell，1-powershell,
COMMAND_INFO,defParams,TEXT,,,false,false,命令参数,
COMMAND_INFO,sshIds,TEXT,,,false,false,绑定的ssh id,
COMMAND_INFO,autoExecCron,String,100,,false,false,自动执行表达式,
COMMAND_INFO,triggerToken,String,200,,false,false,触发器token,
OUT_GIVING,id,String,50,,true,true,id,节点分发信息
OUT_GIVING,createTimeMillis,Long,,,false,false,数据创建时间,
OUT_GIVING,modifyTimeMillis,Long,,,false,false,数据修改时间,
OUT_GIVING,modifyUser,String,50,,false,false,修改人,
OUT_GIVING,workspaceId,String,50,,true,false,所属工作空间,
OUT_GIVING,name,String,50,,true,false,名称,
OUT_GIVING,afterOpt,Integer,,0,false,false,分发后的操作,
OUT_GIVING,clearOld,TINYINT,,0,false,false,是否清空旧包发布,
OUT_GIVING,outGivingProject,TINYINT,,0,false,false,是否为单独创建的分发项目,
OUT_GIVING,outGivingNodeProjectList,TEXT,,,false,false,分发项目信息,
OUT_GIVING,intervalTime,Integer,,10,false,false,分发间隔时间,
OUT_GIVING,status,Integer,,0,false,false,状态{0: 未分发; 1: 分发中; 2: 分发结束},
OUT_GIVING,secondaryDirectory,String,200,,false,false,二级目录,
OUT_GIVING,uploadCloseFirst,TINYINT,,0,false,false,是否清空旧包发布,
USEROPERATELOGV1,id,String,50,,true,true,id,操作日志
USEROPERATELOGV1,reqId,String,50,,false,false,请求ID,
USEROPERATELOGV1,ip,String,80,,false,false,客户端IP地址,
USEROPERATELOGV1,userId,String,30,,false,false,操作的用户ID,
USEROPERATELOGV1,resultMsg,TEXT,,,false,false,操作的结果信息,
USEROPERATELOGV1,optStatus,Integer,,,false,false,操作状态 成功/失败,
USEROPERATELOGV1,optTime,Long,,,false,false,操作时间,
USEROPERATELOGV1,nodeId,String,50,,false,false,节点ID,
USEROPERATELOGV1,dataId,String,200,,false,false,操作的数据ID,
USEROPERATELOGV1,userAgent,TEXT,,,false,false,浏览器标识,
USEROPERATELOGV1,reqData,TEXT,,,false,false,用户请求参数,
USEROPERATELOGV1,workspaceId,String,50,,false,false,所属工作空间,
USEROPERATELOGV1,createTimeMillis,Long,,,false,false,数据创建时间,
USEROPERATELOGV1,modifyTimeMillis,Long,,,false,false,数据修改时间,
USEROPERATELOGV1,modifyUser,String,50,,false,false,操作人,
USEROPERATELOGV1,classFeature,String,100,,false,false,操作的功能,
USEROPERATELOGV1,methodFeature,String,100,,false,false,操作的方法,
USEROPERATELOGV1,dataName,String,200,,false,false,数据名称,
REPOSITORY,id,String,50,,true,true,id,仓库信息
REPOSITORY,createTimeMillis,Long,,,false,false,数据创建时间,
REPOSITORY,modifyTimeMillis,Long,,,false,false,数据修改时间,
REPOSITORY,name,String,50,,false,false,仓库名称,
REPOSITORY,gitUrl,String,255,,false,false,仓库地址,
REPOSITORY,repoType,Integer,,,false,false,"仓库类型{0: GIT, 1: SVN}",
REPOSITORY,protocol,Integer,,,false,false,"拉取代码的协议{0: http, 1: ssh}",
REPOSITORY,userName,String,50,,false,false,登录用户,
REPOSITORY,password,String,50,,false,false,登录密码,
REPOSITORY,rsaPub,String,2048,,false,false,SSH RSA 公钥,
REPOSITORY,rsaPrv,String,4096,,false,false,SSH RSA 私钥,
REPOSITORY,modifyUser,String,50,,false,false,修改人,
REPOSITORY,workspaceId,String,50,,false,false,所属工作空间,
REPOSITORY,sortValue,Float,,,false,false,排序值,
SERVER_SCRIPT_EXECUTE_LOG,id,String,50,,true,true,id,脚本模版执行记录
SERVER_SCRIPT_EXECUTE_LOG,createTimeMillis,Long,,,false,false,数据创建时间,
SERVER_SCRIPT_EXECUTE_LOG,modifyTimeMillis,Long,,,false,false,数据修改时间,
SERVER_SCRIPT_EXECUTE_LOG,modifyUser,String,50,,false,false,修改人,
SERVER_SCRIPT_EXECUTE_LOG,workspaceId,String,50,,true,false,所属工作空间,
SERVER_SCRIPT_EXECUTE_LOG,scriptId,String,50,,true,false,脚本ID,
SERVER_SCRIPT_EXECUTE_LOG,scriptName,String,100,,false,false,脚本名称,
SERVER_SCRIPT_EXECUTE_LOG,triggerExecType,Integer,,0,false,false,触发类型{0，手动，1 自动触发},
BUILDHISTORYLOG,id,String,50,,true,true,表id,构建历史记录
BUILDHISTORYLOG,buildDataId,String,50,,false,false,构建的数据id,
BUILDHISTORYLOG,buildNumberId,Integer,,,false,false,构建编号,
BUILDHISTORYLOG,status,TINYINT,,,false,false,构建状态,
BUILDHISTORYLOG,startTime,Long,,,false,false,开始时间,
BUILDHISTORYLOG,endTime,Long,,,false,false,结束时间,
BUILDHISTORYLOG,resultDirFile,String,200,,false,false,构建产物目录,
BUILDHISTORYLOG,releaseMethod,TINYINT,,,false,false,发布方式,
BUILDHISTORYLOG,name,String,100,,false,false,构建名称,
BUILDHISTORYLOG,buildName,String,100,,false,false,构建名称,
BUILDHISTORYLOG,createTimeMillis,Long,,,false,false,数据创建时间,
BUILDHISTORYLOG,modifyTimeMillis,Long,,,false,false,数据修改时间,
BUILDHISTORYLOG,modifyUser,String,50,,false,false,操作人,
BUILDHISTORYLOG,workspaceId,String,50,,false,false,所属工作空间,
BUILDHISTORYLOG,triggerBuildType,Integer,,0,false,false,"触发类型{0，手动，1 触发器,2 自动触发}",
BUILDHISTORYLOG,buildRemark,String,255,,false,false,构建备注,
BUILDHISTORYLOG,extraData,TEXT,,,false,false,额外信息，JSON 字符串格式,
LOG_READ,id,String,50,,true,true,id,日志阅读
LOG_READ,createTimeMillis,Long,,,false,false,数据创建时间,
LOG_READ,modifyTimeMillis,Long,,,false,false,数据修改时间,
LOG_READ,modifyUser,String,50,,false,false,修改人,
LOG_READ,workspaceId,String,50,,true,false,所属工作空间,
LOG_READ,name,String,50,,true,false,日志项目名称,
LOG_READ,nodeProject,TEXT,,,false,false,节点下的项目列表,
LOG_READ,cacheData,TEXT,,,false,false,缓存操作数据,
